FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs
FY26,2026-Q1,2026-W02,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,154075,123260,30815,866,751,167,77,163
FY26,2026-Q1,2026-W03,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,154126,123301,30825,521,445,127,88,193
FY26,2026-Q1,2026-W04,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,154178,123342,30836,537,473,116,84,161
FY26,2026-Q1,2026-W05,Networking A,Networking,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,154861,123889,30972,120,699,104,102,187
FY26,2026-Q1,2026-W06,Networking A,Networking,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,155229,124183,31046,483,738,113,77,158
FY26,2026-Q1,2026-W07,Networking A,Networking,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,155596,124477,31119,338,568,137,85,153
FY26,2026-Q1,2026-W08,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,155963,124770,31193,276,499,144,98,176
FY26,2026-Q1,2026-W09,Networking A,Networking,Americas,Unit B,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,156331,125065,31266,566,798,136,89,155
FY26,2026-Q1,2026-W10,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,157329,125863,31466,0,844,154,103,171
FY26,2026-Q1,2026-W11,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,158013,126410,31603,140,724,100,82,177
FY26,2026-Q1,2026-W12,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,158696,126957,31739,0,539,144,104,151
FY26,2026-Q1,2026-W13,Networking A,Networking,Americas,Unit B,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,160800,128640,32160,0,1969,135,82,155
FY26,2026-Q2,2026-W14,Networking A,Networking,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,159544,127635,31909,2036,675,105,89,158
FY26,2026-Q2,2026-W15,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,159613,127690,31923,865,757,177,104,186
FY26,2026-Q2,2026-W16,Networking A,Networking,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,159681,127745,31936,843,747,164,98,154
FY26,2026-Q2,2026-W17,Networking A,Networking,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,159750,127800,31950,853,765,157,80,195
FY26,2026-Q2,2026-W18,Networking A,Networking,Americas,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,160477,128382,32095,87,709,105,93,162
FY26,2026-Q2,2026-W19,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,160876,128701,32175,513,751,161,88,155
FY26,2026-Q2,2026-W20,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,161274,129019,32255,249,492,155,99,164
FY26,2026-Q2,2026-W21,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,161672,129338,32334,470,752,116,92,152
FY26,2026-Q2,2026-W22,Networking A,Networking,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,162070,129656,32414,301,522,177,85,163
FY26,2026-Q2,2026-W23,Networking A,Networking,Americas,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,163128,130502,32626,0,920,138,99,188
FY26,2026-Q2,2026-W24,Networking A,Networking,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,163856,131085,32771,99,654,173,104,163
FY26,2026-Q2,2026-W25,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,164584,131667,32917,208,773,163,84,171
FY26,2026-Q2,2026-W26,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,166794,133435,33359,0,2024,186,110,168
FY26,2026-Q3,2026-W27,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,165462,132370,33092,2061,540,189,90,196
FY26,2026-Q3,2026-W28,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,165531,132425,33106,803,757,115,100,162
FY26,2026-Q3,2026-W29,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,165600,132480,33120,873,827,115,103,173
FY26,2026-Q3,2026-W30,Networking A,Networking,Americas,Unit B,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,165668,132534,33134,742,701,109,109,177
FY26,2026-Q3,2026-W31,Networking A,Networking,Americas,Unit A,Premium Flex,Upsell,Labour Only,GCFA,Break fix,Actual,166396,133117,33279,243,781,190,98,210
FY26,2026-Q3,2026-W32,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,166794,133435,33359,374,638,134,106,182
FY26,2026-Q3,2026-W33,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,167192,133754,33438,335,577,156,93,189
FY26,2026-Q3,2026-W34,Networking A,Networking,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,167590,134072,33518,606,841,163,100,186
FY26,2026-Q3,2026-W35,Networking A,Networking,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,167989,134391,33598,590,836,153,111,166
FY26,2026-Q3,2026-W36,Networking A,Networking,Americas,Unit B,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,169046,135237,33809,0,900,157,87,181
FY26,2026-Q3,2026-W37,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,169774,135819,33955,0,539,189,85,179
FY26,2026-Q3,2026-W38,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,170502,136402,34100,44,663,109,91,179
FY26,2026-Q3,2026-W39,Networking A,Networking,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,172712,138170,34542,0,2058,152,97,190
FY26,2026-Q4,2026-W40,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,171552,137242,34310,2000,654,186,86,167
FY26,2026-Q4,2026-W41,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,171707,137366,34341,846,844,157,87,211
FY26,2026-Q4,2026-W42,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,171861,137489,34372,684,666,172,99,217
FY26,2026-Q4,2026-W43,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,172016,137613,34403,748,773,130,98,199
FY26,2026-Q4,2026-W44,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,172967,138374,34593,0,762,189,89,180
FY26,2026-Q4,2026-W45,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,173520,138816,34704,413,770,196,100,186
FY26,2026-Q4,2026-W46,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,174072,139258,34814,302,735,119,95,201
FY26,2026-Q4,2026-W47,Networking A,Networking,Americas,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,174625,139700,34925,325,744,134,90,206
FY26,2026-Q4,2026-W48,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,175178,140142,35036,447,885,115,113,193
FY26,2026-Q4,2026-W49,Networking A,Networking,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,176527,141222,35305,0,1196,153,103,197
FY26,2026-Q4,2026-W50,Networking A,Networking,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,177477,141982,35495,0,774,176,95,185
FY26,2026-Q4,2026-W51,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,178428,142742,35686,0,792,159,114,171
FY26,2026-Q4,2026-W52,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,181171,144937,36234,0,2552,191,89,215
FY27,2027-Q1,2027-W01,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,150683,120546,126,781,655,126,92,181
FY27,2027-Q1,2027-W02,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,150137,120110,143,1295,606,143,82,152
FY27,2027-Q1,2027-W03,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,150542,120434,117,486,774,117,76,148
FY27,2027-Q1,2027-W04,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,150585,120468,152,772,663,152,87,168
FY27,2027-Q1,2027-W05,Networking A,Networking,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,149570,119656,154,1614,445,154,83,143
FY27,2027-Q1,2027-W06,Networking A,Networking,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,153049,122439,147,0,3332,147,78,185
FY27,2027-Q1,2027-W07,Networking A,Networking,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,153604,122883,119,28,464,119,75,148
FY27,2027-Q1,2027-W08,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,153496,122797,160,798,530,160,93,149
FY27,2027-Q1,2027-W09,Networking A,Networking,Americas,Unit B,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Forecast,153533,122826,147,843,733,147,101,182
FY27,2027-Q1,2027-W10,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,156242,124994,153,0,2556,153,100,176
FY27,2027-Q1,2027-W11,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,157197,125758,106,0,849,106,81,160
FY27,2027-Q1,2027-W12,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,156278,125022,164,1836,753,164,93,153
FY27,2027-Q1,2027-W13,Networking A,Networking,Americas,Unit B,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Forecast,155950,124760,124,1196,744,124,94,164
FY27,2027-Q2,2027-W14,Networking A,Networking,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,159038,127230,181,0,2907,181,93,166
FY27,2027-Q2,2027-W15,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,159181,127345,168,484,459,168,83,196
FY27,2027-Q2,2027-W16,Networking A,Networking,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,154231,123385,158,5576,468,158,91,190
FY27,2027-Q2,2027-W17,Networking A,Networking,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Forecast,155963,124770,107,0,1625,107,94,160
FY27,2027-Q2,2027-W18,Networking A,Networking,Americas,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,158720,126976,133,0,2624,133,80,170
FY27,2027-Q2,2027-W19,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,156386,125109,159,2962,469,159,80,152
FY27,2027-Q2,2027-W20,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,159806,127845,117,0,3303,117,96,180
FY27,2027-Q2,2027-W21,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,161149,128919,181,0,1162,181,95,181
FY27,2027-Q2,2027-W22,Networking A,Networking,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,161289,129031,124,541,557,124,89,178
FY27,2027-Q2,2027-W23,Networking A,Networking,Americas,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Forecast,159871,127897,159,2332,755,159,90,186
FY27,2027-Q2,2027-W24,Networking A,Networking,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,161402,129122,105,0,1426,105,88,183
FY27,2027-Q2,2027-W25,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Forecast,162558,130046,137,0,1019,137,106,166
FY27,2027-Q2,2027-W26,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Forecast,164983,131986,134,0,2291,134,99,157
FY27,2027-Q3,2027-W27,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,160878,128702,129,5038,804,129,81,172
FY27,2027-Q3,2027-W28,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,160648,128518,186,897,481,186,89,154
FY27,2027-Q3,2027-W29,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,163633,130906,118,0,2867,118,102,196
FY27,2027-Q3,2027-W30,Networking A,Networking,Americas,Unit B,Premium,Upsell,Parts Only,GCFA,Part/s dispatch,Forecast,163392,130714,127,1178,810,127,98,180
FY27,2027-Q3,2027-W31,Networking A,Networking,Americas,Unit A,Premium Flex,Upsell,Labour Only,GCFA,Break fix,Forecast,161323,129058,131,2872,672,131,90,187
FY27,2027-Q3,2027-W32,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,165868,132694,153,0,4392,153,98,174
FY27,2027-Q3,2027-W33,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,163923,131138,119,2788,724,119,81,179
FY27,2027-Q3,2027-W34,Networking A,Networking,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,166658,133326,175,0,2560,175,105,174
FY27,2027-Q3,2027-W35,Networking A,Networking,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,166544,133235,149,886,623,149,95,200
FY27,2027-Q3,2027-W36,Networking A,Networking,Americas,Unit B,Premium,Core,Parts + Labour,GCFA,Part/s dispatch,Forecast,165226,132181,141,2292,833,141,92,167
FY27,2027-Q3,2027-W37,Networking A,Networking,Americas,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Forecast,169670,135736,198,0,4246,198,85,160
FY27,2027-Q3,2027-W38,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,165502,132402,142,5001,691,142,98,170
FY27,2027-Q3,2027-W39,Networking A,Networking,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,167046,133637,189,0,1355,189,82,198
FY27,2027-Q4,2027-W40,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,170339,136271,178,0,3115,178,102,185
FY27,2027-Q4,2027-W41,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,167399,133919,152,3667,575,152,95,212
FY27,2027-Q4,2027-W42,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,166509,133207,106,1711,715,106,106,167
FY27,2027-Q4,2027-W43,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,165744,132595,130,1625,730,130,100,201
FY27,2027-Q4,2027-W44,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,166297,133038,127,79,505,127,93,161
FY27,2027-Q4,2027-W45,Networking A,Networking,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,167463,133970,169,0,997,169,96,171
FY27,2027-Q4,2027-W46,Networking A,Networking,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,171868,137494,166,0,4239,166,102,209
FY27,2027-Q4,2027-W47,Networking A,Networking,Americas,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,167840,134272,165,4973,780,165,108,196
FY27,2027-Q4,2027-W48,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Forecast,174598,139678,184,0,6574,184,104,190
FY27,2027-Q4,2027-W49,Networking A,Networking,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Forecast,169779,135823,177,5698,702,177,101,188
FY27,2027-Q4,2027-W50,Networking A,Networking,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,171083,136866,160,0,1144,160,104,181
FY27,2027-Q4,2027-W51,Networking A,Networking,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,174572,139658,194,0,3295,194,104,187
FY27,2027-Q4,2027-W52,Networking A,Networking,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Forecast,177772,142218,154,0,3046,154,111,196
FY22,2022-Q1,2022-W01,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,34342,27474,6868,132,109,23,22,34
FY22,2022-Q1,2022-W02,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,34492,27594,6898,0,117,33,17,40
FY22,2022-Q1,2022-W03,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,34642,27714,6928,0,127,23,20,35
FY22,2022-Q1,2022-W04,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,35417,28334,7083,0,743,32,18,36
FY22,2022-Q1,2022-W05,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,34124,27299,6825,1454,133,28,18,32
FY22,2022-Q1,2022-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,35354,28283,7071,0,1195,35,20,37
FY22,2022-Q1,2022-W07,Networking A,Networking,EMEA,Unit B,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,36346,29077,7269,0,963,29,23,37
FY22,2022-Q1,2022-W08,Networking A,Networking,EMEA,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,34475,27580,6895,2069,161,37,22,36
FY22,2022-Q1,2022-W09,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,35397,28318,7079,0,884,38,22,40
FY22,2022-Q1,2022-W10,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,36490,29192,7298,0,1067,26,21,36
FY22,2022-Q1,2022-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,35072,28058,7014,1563,119,26,19,35
FY22,2022-Q1,2022-W12,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,36873,29498,7375,0,1769,32,24,45
FY22,2022-Q1,2022-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,37566,30053,7513,0,661,32,24,44
FY22,2022-Q2,2022-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,37641,30113,7528,94,145,24,19,39
FY22,2022-Q2,2022-W15,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,36039,28831,7208,1797,162,33,22,42
FY22,2022-Q2,2022-W16,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,37598,30078,7520,0,1522,37,25,47
FY22,2022-Q2,2022-W17,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,37282,29826,7456,486,135,35,19,37
FY22,2022-Q2,2022-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,37206,29765,7441,226,119,31,21,38
FY22,2022-Q2,2022-W19,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,36316,29053,7263,1069,144,35,21,46
FY22,2022-Q2,2022-W20,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,36878,29502,7376,0,532,30,18,45
FY22,2022-Q2,2022-W21,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,37631,30105,7526,0,727,26,24,43
FY22,2022-Q2,2022-W22,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,38237,30590,7647,0,579,27,22,47
FY22,2022-Q2,2022-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,38905,31124,7781,0,625,43,23,41
FY22,2022-Q2,2022-W24,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,37594,30075,7519,1509,171,27,25,43
FY22,2022-Q2,2022-W25,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,38849,31079,7770,0,1224,31,23,42
FY22,2022-Q2,2022-W26,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,38784,31027,7757,298,196,37,26,38
FY22,2022-Q3,2022-W27,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,39573,31658,7915,0,753,36,23,45
FY22,2022-Q3,2022-W28,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,39469,31575,7894,344,204,36,24,43
FY22,2022-Q3,2022-W29,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,38701,30961,7740,928,135,25,24,41
FY22,2022-Q3,2022-W30,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,39494,31595,7899,0,761,32,25,45
FY22,2022-Q3,2022-W31,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,38651,30921,7730,1061,185,33,22,41
FY22,2022-Q3,2022-W32,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,39039,31231,7808,0,350,38,24,37
FY22,2022-Q3,2022-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,39905,31924,7981,0,820,46,25,46
FY22,2022-Q3,2022-W34,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,39621,31697,7924,497,181,32,22,44
FY22,2022-Q3,2022-W35,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,41093,32874,8219,0,1439,33,27,44
FY22,2022-Q3,2022-W36,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,40816,32653,8163,515,203,35,20,51
FY22,2022-Q3,2022-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,39817,31854,7963,1231,189,43,20,44
FY22,2022-Q3,2022-W38,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,42028,33622,8406,0,2176,35,28,46
FY22,2022-Q3,2022-W39,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,42559,34047,8512,0,488,43,22,43
FY22,2022-Q4,2022-W40,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,42137,33710,8427,648,182,44,26,53
FY22,2022-Q4,2022-W41,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,40689,32551,8138,1668,176,44,26,47
FY22,2022-Q4,2022-W42,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Labour Only,GCFA,Break fix,Actual,40517,32414,8103,344,141,31,26,42
FY22,2022-Q4,2022-W43,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,42542,34034,8508,0,1981,44,21,51
FY22,2022-Q4,2022-W44,Networking A,Networking,EMEA,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,42750,34200,8550,16,180,44,27,51
FY22,2022-Q4,2022-W45,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,42411,33929,8482,557,172,46,26,51
FY22,2022-Q4,2022-W46,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,40968,32774,8194,1660,176,41,23,51
FY22,2022-Q4,2022-W47,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,41122,32898,8224,18,128,44,24,47
FY22,2022-Q4,2022-W48,Networking A,Networking,EMEA,Unit B,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,41999,33599,8400,0,838,39,24,40
FY22,2022-Q4,2022-W49,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,43518,34814,8704,0,1472,47,23,55
FY22,2022-Q4,2022-W50,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,43370,34696,8674,316,130,38,23,44
FY22,2022-Q4,2022-W51,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts Only,Unknown,Part/s dispatch,Actual,44220,35376,8844,0,810,40,25,55
FY22,2022-Q4,2022-W52,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,45559,36447,9112,0,1288,51,27,49
FY23,2023-Q1,2023-W01,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,45860,36688,9172,0,264,37,30,51
