FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs,Segment
FY24,2024-Q4,2024-W52,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,564,24,0,0,Field
FY25,2025-Q1,2025-W01,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,73496,58797,14699,1116,151,38,38,85,Tech
FY25,2025-Q1,2025-W01,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,100,26,0,0,Field
FY25,2025-Q1,2025-W02,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,73548,58838,14710,265,150,40,43,74,Tech
FY25,2025-Q1,2025-W02,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,100,27,0,0,Field
FY25,2025-Q1,2025-W03,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,73601,58881,14720,227,132,36,44,92,Tech
FY25,2025-Q1,2025-W03,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,88,24,0,0,Field
FY25,2025-Q1,2025-W04,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,73653,58922,14731,252,140,43,37,78,Tech
FY25,2025-Q1,2025-W04,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,93,28,0,0,Field
FY25,2025-Q1,2025-W05,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,74051,59241,14810,38,225,37,37,89,Tech
FY25,2025-Q1,2025-W05,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,150,24,0,0,Field
FY25,2025-Q1,2025-W06,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,74276,59421,14855,100,157,38,42,75,Tech
FY25,2025-Q1,2025-W06,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,105,25,0,0,Field
FY25,2025-Q1,2025-W07,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,74501,59601,14900,97,143,50,47,88,Tech
FY25,2025-Q1,2025-W07,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,95,34,0,0,Field
FY25,2025-Q1,2025-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,74726,59781,14945,141,182,37,38,77,Tech
FY25,2025-Q1,2025-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,122,25,0,0,Field
FY25,2025-Q1,2025-W09,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,74951,59961,14990,99,160,34,49,73,Tech
FY25,2025-Q1,2025-W09,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,107,23,0,0,Field
FY25,2025-Q1,2025-W10,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,GCFA,Break fix,Actual,75522,60418,15104,0,304,39,47,73,Tech
FY25,2025-Q1,2025-W10,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,GCFA,Break fix,Actual,0,0,0,0,202,26,0,0,Field
FY25,2025-Q1,2025-W11,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,75920,60736,15184,0,189,50,41,72,Tech
FY25,2025-Q1,2025-W11,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,126,33,0,0,Field
FY25,2025-Q1,2025-W12,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,76317,61054,15263,0,193,46,49,94,Tech
FY25,2025-Q1,2025-W12,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,128,30,0,0,Field
FY25,2025-Q1,2025-W13,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,77493,61994,15499,0,674,31,42,78,Tech
FY25,2025-Q1,2025-W13,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,450,21,0,0,Field
FY25,2025-Q2,2025-W14,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,76829,61463,15366,1129,239,40,45,80,Tech
FY25,2025-Q2,2025-W14,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,160,26,0,0,Field
FY25,2025-Q2,2025-W15,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,76891,61513,15378,397,230,46,48,80,Tech
FY25,2025-Q2,2025-W15,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,153,30,0,0,Field
FY25,2025-Q2,2025-W16,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,76953,61562,15391,240,146,35,49,92,Tech
FY25,2025-Q2,2025-W16,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,97,24,0,0,Field
FY25,2025-Q2,2025-W17,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,77015,61612,15403,362,221,33,39,79,Tech
FY25,2025-Q2,2025-W17,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,148,22,0,0,Field
FY25,2025-Q2,2025-W18,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,77437,61950,15487,0,208,45,41,98,Tech
FY25,2025-Q2,2025-W18,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,139,30,0,0,Field
FY25,2025-Q2,2025-W19,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,77679,62143,15536,135,187,40,42,80,Tech
FY25,2025-Q2,2025-W19,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,124,26,0,0,Field
FY25,2025-Q2,2025-W20,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,77921,62337,15584,78,158,34,40,78,Tech
FY25,2025-Q2,2025-W20,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,105,23,0,0,Field
FY25,2025-Q2,2025-W21,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,78163,62530,15633,155,186,52,50,77,Tech
FY25,2025-Q2,2025-W21,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,124,35,0,0,Field
FY25,2025-Q2,2025-W22,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,78405,62724,15681,57,142,37,44,78,Tech
FY25,2025-Q2,2025-W22,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,95,25,0,0,Field
FY25,2025-Q2,2025-W23,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,79007,63206,15801,0,314,47,48,93,Tech
FY25,2025-Q2,2025-W23,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,210,31,0,0,Field
FY25,2025-Q2,2025-W24,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,79430,63544,15886,26,215,54,46,100,Tech
FY25,2025-Q2,2025-W24,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,144,36,0,0,Field
FY25,2025-Q2,2025-W25,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,79852,63882,15970,51,243,41,49,100,Tech
FY25,2025-Q2,2025-W25,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,162,27,0,0,Field
FY25,2025-Q2,2025-W26,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,81085,64868,16217,0,695,45,44,101,Tech
FY25,2025-Q2,2025-W26,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,463,30,0,0,Field
FY25,2025-Q3,2025-W27,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,80381,64305,16076,1177,247,37,50,93,Tech
FY25,2025-Q3,2025-W27,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,164,25,0,0,Field
FY25,2025-Q3,2025-W28,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,80443,64354,16089,318,185,43,51,101,Tech
FY25,2025-Q3,2025-W28,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,124,28,0,0,Field
FY25,2025-Q3,2025-W29,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,80504,64403,16101,284,169,38,45,94,Tech
FY25,2025-Q3,2025-W29,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,113,25,0,0,Field
FY25,2025-Q3,2025-W30,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,80566,64453,16113,281,154,52,51,76,Tech
FY25,2025-Q3,2025-W30,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,102,35,0,0,Field
FY25,2025-Q3,2025-W31,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,80988,64790,16198,0,215,38,47,96,Tech
FY25,2025-Q3,2025-W31,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,143,26,0,0,Field
FY25,2025-Q3,2025-W32,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,81230,64984,16246,71,155,33,48,84,Tech
FY25,2025-Q3,2025-W32,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,103,22,0,0,Field
FY25,2025-Q3,2025-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,81472,65178,16294,243,251,40,45,90,Tech
FY25,2025-Q3,2025-W33,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,168,26,0,0,Field
FY25,2025-Q3,2025-W34,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,81714,65371,16343,108,175,35,53,89,Tech
FY25,2025-Q3,2025-W34,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,117,23,0,0,Field
FY25,2025-Q3,2025-W35,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,81956,65565,16391,144,199,32,41,91,Tech
FY25,2025-Q3,2025-W35,Networking A,Networking,EMEA,Unit A,Premium Flex,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,133,22,0,0,Field
FY25,2025-Q3,2025-W36,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,82559,66047,16512,0,328,34,54,102,Tech
FY25,2025-Q3,2025-W36,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,219,22,0,0,Field
FY25,2025-Q3,2025-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,82981,66385,16596,0,198,55,48,101,Tech
FY25,2025-Q3,2025-W37,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,132,37,0,0,Field
FY25,2025-Q3,2025-W38,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,83403,66722,16681,0,215,38,54,88,Tech
FY25,2025-Q3,2025-W38,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,143,26,0,0,Field
FY25,2025-Q3,2025-W39,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,84637,67710,16927,0,689,52,55,92,Tech
FY25,2025-Q3,2025-W39,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,459,34,0,0,Field
FY25,2025-Q4,2025-W40,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,84026,67221,16805,1041,215,43,43,90,Tech
FY25,2025-Q4,2025-W40,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,143,29,0,0,Field
FY25,2025-Q4,2025-W41,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,84135,67308,16827,409,254,56,55,105,Tech
FY25,2025-Q4,2025-W41,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,170,38,0,0,Field
FY25,2025-Q4,2025-W42,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,84244,67395,16849,357,236,44,45,98,Tech
FY25,2025-Q4,2025-W42,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,157,29,0,0,Field
FY25,2025-Q4,2025-W43,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,84352,67482,16870,211,145,47,53,96,Tech
FY25,2025-Q4,2025-W43,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,96,31,0,0,Field
FY25,2025-Q4,2025-W44,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,84897,67918,16979,0,269,58,48,92,Tech
FY25,2025-Q4,2025-W44,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,180,38,0,0,Field
FY25,2025-Q4,2025-W45,Networking A,Networking,EMEA,Unit B,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,85223,68178,17045,67,197,39,44,82,Tech
FY25,2025-Q4,2025-W45,Networking A,Networking,EMEA,Unit B,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,131,26,0,0,Field
FY25,2025-Q4,2025-W46,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,85549,68439,17110,13,164,40,53,103,Tech
FY25,2025-Q4,2025-W46,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,109,26,0,0,Field
FY25,2025-Q4,2025-W47,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,85876,68701,17175,21,155,53,52,87,Tech
FY25,2025-Q4,2025-W47,Networking A,Networking,EMEA,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,104,36,0,0,Field
FY25,2025-Q4,2025-W48,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,86202,68962,17240,1,154,42,47,83,Tech
FY25,2025-Q4,2025-W48,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,103,28,0,0,Field
FY25,2025-Q4,2025-W49,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,86965,69572,17393,0,403,55,55,90,Tech
FY25,2025-Q4,2025-W49,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,268,37,0,0,Field
FY25,2025-Q4,2025-W50,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,87509,70007,17502,0,280,46,49,96,Tech
FY25,2025-Q4,2025-W50,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,187,31,0,0,Field
FY25,2025-Q4,2025-W51,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,88053,70442,17611,0,284,42,56,111,Tech
FY25,2025-Q4,2025-W51,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,190,28,0,0,Field
FY25,2025-Q4,2025-W52,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,GCFA,Break fix,Actual,89578,71662,17916,0,879,36,51,102,Tech
FY25,2025-Q4,2025-W52,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,586,24,0,0,Field
FY26,2026-Q1,2026-W01,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,88700,70960,17740,1243,173,46,46,91,Tech
FY26,2026-Q1,2026-W01,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,116,30,0,0,Field
FY26,2026-Q1,2026-W02,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,88730,70984,17746,354,175,56,48,111,Tech
FY26,2026-Q1,2026-W02,Networking A,Networking,EMEA,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,116,37,0,0,Field
FY26,2026-Q1,2026-W03,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,88759,71007,17752,342,171,52,49,106,Tech
FY26,2026-Q1,2026-W03,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,114,34,0,0,Field
FY26,2026-Q1,2026-W04,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,88789,71031,17758,412,230,35,46,106,Tech
FY26,2026-Q1,2026-W04,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,154,23,0,0,Field
FY26,2026-Q1,2026-W05,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,89182,71346,17836,78,232,51,57,95,Tech
FY26,2026-Q1,2026-W05,Networking A,Networking,EMEA,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,154,34,0,0,Field
FY26,2026-Q1,2026-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,89394,71515,17879,283,262,35,45,89,Tech
FY26,2026-Q1,2026-W06,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,174,24,0,0,Field
FY26,2026-Q1,2026-W07,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,89605,71684,17921,179,200,34,56,86,Tech
FY26,2026-Q1,2026-W07,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,133,23,0,0,Field
FY26,2026-Q1,2026-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,89817,71854,17963,186,183,56,57,102,Tech
FY26,2026-Q1,2026-W08,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,122,37,0,0,Field
FY26,2026-Q1,2026-W09,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,90028,72022,18006,227,212,50,55,99,Tech
FY26,2026-Q1,2026-W09,Networking A,Networking,EMEA,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,142,34,0,0,Field
FY26,2026-Q1,2026-W10,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,90604,72483,18121,0,305,40,47,107,Tech
FY26,2026-Q1,2026-W10,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,204,27,0,0,Field
FY26,2026-Q1,2026-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,90997,72798,18199,0,181,55,59,95,Tech
FY26,2026-Q1,2026-W11,Networking A,Networking,EMEA,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,120,37,0,0,Field
FY26,2026-Q1,2026-W12,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,91390,73112,18278,24,197,53,53,107,Tech
FY26,2026-Q1,2026-W12,Networking A,Networking,EMEA,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,131,36,0,0,Field
FY26,2026-Q1,2026-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,92602,74082,18520,0,682,46,55,106,Tech
FY26,2026-Q1,2026-W13,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,454,30,0,0,Field
FY26,2026-Q2,2026-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,91879,73503,18376,1126,184,58,46,103,Tech
FY26,2026-Q2,2026-W14,Networking A,Networking,EMEA,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,122,39,0,0,Field
FY26,2026-Q2,2026-W15,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,91918,73534,18384,385,201,53,55,100,Tech
FY26,2026-Q2,2026-W15,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Labour Only,GCFA,Break fix,Actual,0,0,0,0,134,36,0,0,Field
FY26,2026-Q2,2026-W16,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,91958,73566,18392,320,157,59,48,89,Tech
FY26,2026-Q2,2026-W16,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,104,40,0,0,Field
FY26,2026-Q2,2026-W17,Networking A,Networking,EMEA,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,91998,73598,18400,428,218,62,49,98,Tech
FY26,2026-Q2,2026-W17,Networking A,Networking,EMEA,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,146,42,0,0,Field
FY26,2026-Q2,2026-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,92417,73934,18483,152,287,56,49,109,Tech
FY26,2026-Q2,2026-W18,Networking A,Networking,EMEA,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,191,37,0,0,Field
FY26,2026-Q2,2026-W19,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,92646,74117,18529,284,269,38,60,108,Tech
FY26,2026-Q2,2026-W19,Networking A,Networking,EMEA,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,180,26,0,0,Field
FY26,2026-Q2,2026-W20,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,92875,74300,18575,317,263,64,47,114,Tech
FY26,2026-Q2,2026-W20,Networking A,Networking,EMEA,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,176,43,0,0,Field
FY26,2026-Q2,2026-W21,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,93105,74484,18621,155,181,50,58,92,Tech
FY26,2026-Q2,2026-W21,Networking A,Networking,EMEA,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,120,34,0,0,Field
FY26,2026-Q2,2026-W22,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,93334,74667,18667,249,228,59,61,100,Tech
FY26,2026-Q2,2026-W22,Networking A,Networking,EMEA,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,152,39,0,0,Field
FY26,2026-Q2,2026-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,93943,75154,18789,0,314,51,48,95,Tech
FY26,2026-Q2,2026-W23,Networking A,Networking,EMEA,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,210,34,0,0,Field
